tweet_id,user_id,username,name,first_name,last_name,full_text,view_count,bookmark_count,favorite_count,reply_count,retweet_count,quote_count,bookmarked,favorited,retweeted,created_at,user_mentions,location,bio,website,websites,can_dm,can_media_tag,is_quote_status,lang,followers_count,following_count,media_count,statuses_count,favourites_count,listed_count,fast_followers_count,normal_followers_count,followed_by,following,profile_banner_url,profile_url,avatar_url,verified,is_blue_verified,user_created_at
1807485704832004305,804089319241764864,Mwiti_martial,Evans.,Evans.,,"Ruto amekana Charlene Ruto live on TV bana. 😂😂 Mtukufu Lies mwenyewe.
#Rutomustgo",699,0,9,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:45:48 PM",,meru kenya,"Medicine. 
Taurus ♉
FIFA Referee.",http://www.evansabdullahke.com,http://www.evansabdullahke.com,FALSE,TRUE,FALSE,in,1010,991,54,4623,13255,0,0,1010,,,https://pbs.twimg.com/profile_banners/804089319241764864/1717770089,https://www.x.com/Mwiti_martial,https://pbs.twimg.com/profile_images/1804226910223736832/hiS-ceXn_normal.jpg,FALSE,FALSE,"12/1/2016, 3:26:47 AM"
1807485677023760563,970332005786357760,CarolIsrael9,Carol Israel,Carol,Israel,"@Bookten8 Fellow Gen Z criminals, Ruto lies all the time. And all the time Ruto lies, and that is his nature. Awful! 
#RutoMustGo",116,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:45:41 PM",Bookten8,"Kilifi, Kenya","Imperfectly perfect Capricorn ♑
SCOUT° COMMUNICATION STRATEGIST° LINGUIST° AYSRHR ADVOCATE & MENTOR°
'why does the caged bird sing?'",,,TRUE,TRUE,FALSE,en,1291,2247,9,1802,10734,0,0,1291,,,https://pbs.twimg.com/profile_banners/970332005786357760/1562953245,https://www.x.com/CarolIsrael9,https://pbs.twimg.com/profile_images/1807728633139572736/GNUJ3F_u_normal.jpg,FALSE,FALSE,"3/4/2018, 9:15:52 PM"
1807485661546459450,1544768446558347266,iam_ochora_2,OCh_oRA🇰🇪☆,OCh_oRA🇰🇪☆,,William Ruto did not have a chance to lie. Those who believe what he said they must be sick and need medication,476,0,36,0,16,0,FALSE,FALSE,FALSE,"6/30/2024, 11:45:37 PM",,,Mr. Vayulence 🤘😭Chelsea♥️ Kenyan 🇰🇪 Mkisii amechanuka aka gym hainisaidii😂,,,TRUE,FALSE,FALSE,en,6409,3945,2638,39994,80687,3,0,6409,,,https://pbs.twimg.com/profile_banners/1544768446558347266/1701586669,https://www.x.com/iam_ochora_2,https://pbs.twimg.com/profile_images/1763935131771797505/7gO9FREF_normal.jpg,FALSE,TRUE,"7/7/2022, 12:41:23 AM"
1807485580172742803,1760611605736247296,DJ_STAN_KE,DJ STAN 254 (MR SABABISHA),DJ,STAN 254 (MR SABABISHA),"Ama @EricLatiff alikua anawakilidha ivo juu hawajalipwa miezi saba😅😅😅
Charlene ruto mtukufu lies #RutoMustGo ""tuesday""",662,0,1,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:45:18 PM",EricLatiff,,"God first 🤞
CHELSEA",,,FALSE,TRUE,FALSE,in,16,13,8,68,228,0,0,16,,,,https://www.x.com/DJ_STAN_KE,https://pbs.twimg.com/profile_images/1760611722723803137/o57Hfsa0_normal.jpg,FALSE,FALSE,"2/22/2024, 3:25:19 PM"
1807485556265287880,844135885666947072,Aiyanah_L,Aiyanah,Aiyanah,,RUTO CAN LIE!,28,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:45:12 PM",,"Malindi, Kenya",Music my painkiller🤍,,,FALSE,FALSE,TRUE,en,10233,7461,38,62817,61304,5,0,10233,,,https://pbs.twimg.com/profile_banners/844135885666947072/1671566536,https://www.x.com/Aiyanah_L,https://pbs.twimg.com/profile_images/1711982277377277952/DwOLYIPz_normal.jpg,FALSE,FALSE,"3/21/2017, 3:37:33 PM"
1807485435163152838,1631557204988837889,KimLeftsmile,KEYjana Ya Major 🇰🇪,KEYjana,Ya Major 🇰🇪,@city_digest Ruto can lie most,1708,0,3,0,1,0,FALSE,FALSE,FALSE,"6/30/2024, 11:44:43 PM",city_digest,Near you.,"COMRADE WA HAY HIGH YOU (AIU).

I'm @KimLeftsmile @Leftie012
||Jabannese||",https://life-long-smiles012.blogspot.com/,https://life-long-smiles012.blogspot.com/,FALSE,TRUE,FALSE,en,7249,5209,1772,33618,52564,3,0,7249,,,https://pbs.twimg.com/profile_banners/1631557204988837889/1712168480,https://www.x.com/KimLeftsmile,https://pbs.twimg.com/profile_images/1715700393362001920/253OwD2S_normal.jpg,FALSE,TRUE,"3/3/2023, 12:29:07 PM"
1807485393207480808,1537879125112696838,joel_adimu,Joel adimu,Joel,adimu,@AlinurMohamed_ Ruto lies everytime everytime Ruto lies,68,0,1,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:44:33 PM",AlinurMohamed_,,Christ alone is enough🛐,,,FALSE,TRUE,FALSE,en,47,72,3,342,1017,0,0,47,,,,https://www.x.com/joel_adimu,https://pbs.twimg.com/profile_images/1639332642872074240/zoBJeYuW_normal.jpg,FALSE,FALSE,"6/18/2022, 12:30:43 AM"
1807485308998734284,804233570638331904,Brathecade,Ndege Ya Mungu,Ndege,Ya Mungu,@ItsMutai Are you in the payroll of Ruto? That is why you normally buy his lies,13,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:44:13 PM",ItsMutai,"Nairobi, Kenya","A blogger and a fierce defender of the truth.
#follow me I follow you back",,,FALSE,TRUE,FALSE,en,365,2155,181,1390,228,0,0,365,,,,https://www.x.com/Brathecade,https://pbs.twimg.com/profile_images/1087746980200280065/kQ8f_kMQ_normal.jpg,FALSE,FALSE,"12/1/2016, 12:59:59 PM"
1807485282561802505,318925489,Odokawajuma,Odokano waJuma,Odokano,waJuma,"@BiancaNaom1 Ruto lies everyday, try asking him what his name is.... he will tell you Barasa",6,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:44:07 PM",BiancaNaom1,Kenya,"Born in Kenya, son of a Kenyan, father of Kenyans, Kenya is my business. I only post what is necessary for public consumption.",,,FALSE,TRUE,FALSE,en,181,242,166,5050,142,0,0,181,,,https://pbs.twimg.com/profile_banners/318925489/1622011893,https://www.x.com/Odokawajuma,https://pbs.twimg.com/profile_images/1438442469239185410/QVPXhuSF_normal.jpg,FALSE,FALSE,"6/17/2011, 1:29:34 PM"
1807485245605740698,1472572038447513606,ReaganGachuhi,Gachúhī Mbúiga.,Gachúhī,Mbúiga.,"Ruto do we need a finance bill to block importations?I though qoutas and tariffs do that just fine.
Mtukufu lies
#Election2024 
#RutoMustGo",156,0,2,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:43:58 PM",,kinoo regen,"Father, Economist, Liberal,Murang'a County. Private Security. KAG church member.",,,FALSE,TRUE,FALSE,en,3779,3910,130,1832,6343,0,0,3779,,,https://pbs.twimg.com/profile_banners/1472572038447513606/1670146851,https://www.x.com/ReaganGachuhi,https://pbs.twimg.com/profile_images/1749103500993163264/jpoGCaRg_normal.jpg,FALSE,FALSE,"12/19/2021, 7:18:57 PM"
1807485236403474470,873937863024443392,kevwebs_ke,Kevin Njeru,Kevin,Njeru,@Producer_DjGylo 😂😂 Mwizimiwa Lies Ruto,481,0,2,0,1,0,FALSE,FALSE,FALSE,"6/30/2024, 11:43:56 PM",Producer_DjGylo,Kenya,"Necessity is the mother of invention-

Full Stack Web Developer ||
Web Designer || Manchester City Diehard",http://kevwebske.com,http://kevwebske.com,TRUE,TRUE,FALSE,ht,676,392,1412,8006,21614,1,0,676,,,https://pbs.twimg.com/profile_banners/873937863024443392/1694513060,https://www.x.com/kevwebs_ke,https://pbs.twimg.com/profile_images/1701537223630356480/hs6HVCsM_normal.jpg,FALSE,FALSE,"6/11/2017, 9:19:58 PM"
1807485228371345642,1567586325204799488,city_digest,CITY DIGEST.,CITY,DIGEST.,Even the sign language interpreter wasn’t having Ruto’s lies https://t.co/uk0XKQgOTg,95819,149,1481,46,396,6,FALSE,FALSE,FALSE,"6/30/2024, 11:43:54 PM",,"Texas, USA",Car Journalist • Media • Sports • Business • Politics • Entertainment • DM for Ads and Promos or contact us via email (citydigestt@gmail.com),https://t.me/city_digest,https://t.me/city_digest,TRUE,TRUE,FALSE,en,320964,412,4984,42484,42079,115,0,320964,,,https://pbs.twimg.com/profile_banners/1567586325204799488/1688792983,https://www.x.com/city_digest,https://pbs.twimg.com/profile_images/1677545464072110080/YKn-Ids__normal.jpg,FALSE,TRUE,"9/7/2022, 11:51:38 PM"
1807485207521742965,1962980568,SirGil_bert,Gillie,Gillie,,"President Ruto thinks that he is dealing with fools. He Lies even when not necessary

#PresidentialRoundtable",63,0,0,0,1,0,FALSE,FALSE,FALSE,"6/30/2024, 11:43:49 PM",,Kenya,Data Analyst and Strategist.,,,FALSE,TRUE,FALSE,en,265,1350,43,1236,56,0,0,265,,,https://pbs.twimg.com/profile_banners/1962980568/1707566889,https://www.x.com/SirGil_bert,https://pbs.twimg.com/profile_images/1792487494803492865/Pdr4sDld_normal.jpg,FALSE,FALSE,"10/15/2013, 9:56:43 PM"
1807485194905030927,1492499521040957440,Gishokee,Shokes,Shokes,,"Government cannot really solve housing , it's the private sector that solves housing as it's all about demand and supply concept which gradually changes, only thing govt does is create a conducive environment for such ,aty Ruto will solve housing for us ,that's another lie uwongo",34,1,1,0,1,0,FALSE,FALSE,FALSE,"6/30/2024, 11:43:46 PM",,"Nairobi, Kenya","Why not !
Get to know Real Estate",,,FALSE,TRUE,FALSE,en,767,841,34,18060,136225,0,0,767,,,,https://www.x.com/Gishokee,https://pbs.twimg.com/profile_images/1806965073044238336/GuPRkOCN_normal.jpg,FALSE,FALSE,"2/12/2022, 7:03:20 PM"
1807485177309856033,1208606365557706752,tribeless_032,Son Of The Soil🦁,Son,Of The Soil🦁,@MacOtani It would be another roundtable of LIES.,6,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:43:42 PM",MacOtani,Kenya,"#POWER TO THE PEOPLE✊🏿
#TRIBELESS
#FEARLESS
#PARTYLESS

-A nose for trends| Turning data into insights and opportunities into profit. #FinancialExplorer💹📊",,,TRUE,TRUE,FALSE,en,2403,3761,144,4122,17441,0,0,2403,,,https://pbs.twimg.com/profile_banners/1208606365557706752/1690056760,https://www.x.com/tribeless_032,https://pbs.twimg.com/profile_images/1805313790931603456/KHlSYm43_normal.jpg,FALSE,FALSE,"12/22/2019, 9:33:19 AM"
1807485150843867597,906781000948215808,wechuli_eugene,shikamaru,shikamaru,,"seriously glad that the truth will keep travelling faster than Ruto lies
#RutoMustGo",90,0,4,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:43:36 PM",,nara clan forest,"Bushy brows. By experiencing both victory and defeat, running away and shedding tears, a man will become a man. Spider. 67?",https://wechulisimiyu.me/,https://wechulisimiyu.me/,TRUE,FALSE,FALSE,en,1223,909,1592,38769,62097,1,0,1223,,,https://pbs.twimg.com/profile_banners/906781000948215808/1683734709,https://www.x.com/wechuli_eugene,https://pbs.twimg.com/profile_images/1806952855867146240/xtNyXnow_normal.jpg,FALSE,FALSE,"9/10/2017, 12:26:52 PM"
1807485105557946666,1302639591451746304,RevoltMankuyio,Sayialel Mankuyio 🇨🇩🇭🇹,Sayialel,Mankuyio 🇨🇩🇭🇹,"Ati protestors grabbed guns from police and shot themselves in Rongai. Seriously? This man's lies know no bounds. He needs to go! He must go!
Ruto Must Go
Ruto Must Go
Ruto must Go https://t.co/NgYD12DGRc",67,0,3,0,3,0,FALSE,FALSE,FALSE,"6/30/2024, 11:43:25 PM",,Nairobi,"REVOLUTION:Rebel ,insurrection,mutiny,uprising,Rioting, rising,Strike, insurgency, coup overthrow seizure of power,regime change, Subevertiion,Sedition,",,,FALSE,TRUE,FALSE,en,878,651,314,1273,625,0,0,878,,,https://pbs.twimg.com/profile_banners/1302639591451746304/1708028673,https://www.x.com/RevoltMankuyio,https://pbs.twimg.com/profile_images/1800254692355715072/6Vt583nl_normal.jpg,FALSE,FALSE,"9/6/2020, 9:07:49 PM"
1807485061324783626,804233570638331904,Brathecade,Ndege Ya Mungu,Ndege,Ya Mungu,"@AbdulahiAdan10 He has represented millions of us who thought Ruto lies can't be fathom by anyone, including his own, his first family",29,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:43:14 PM",AbdulahiAdan10,"Nairobi, Kenya","A blogger and a fierce defender of the truth.
#follow me I follow you back",,,FALSE,TRUE,FALSE,en,365,2155,181,1390,228,0,0,365,,,,https://www.x.com/Brathecade,https://pbs.twimg.com/profile_images/1087746980200280065/kQ8f_kMQ_normal.jpg,FALSE,FALSE,"12/1/2016, 12:59:59 PM"
1807484975102435493,1659280559535714325,ParnodIntrovert,retired keyboard noisemarker,retired,keyboard noisemarker,"@SamatarGuleid Samatar, I respect you alot.. lakini we could draw a line where Mzee Ruto is a concern. 
The man lies for a living, it’s a miracle he keeps up, ama sijui kama ana revise his lies every morning 😭 😭",139,0,1,1,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:42:54 PM",SamatarGuleid,,"Fur mom, Lawyer",,,FALSE,FALSE,FALSE,en,11,164,2,360,182,0,0,11,,,https://pbs.twimg.com/profile_banners/1659280559535714325/1687501409,https://www.x.com/ParnodIntrovert,https://pbs.twimg.com/profile_images/1672127605712068608/bBsEEZXA_normal.jpg,FALSE,FALSE,"5/19/2023, 12:31:37 AM"
1807484861269279230,1429716175710298114,roberto_ke1,röh báh tøh™,röh,báh tøh™,"Kitambo tulikua tunangoja weekend ifike lakini kutoka Ruto akue lies tunaogoja tu Tuesday ifike like nobody's business
#RutoMustGo",39,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:42:27 PM",,hapo kwenu,"Mungu mbele alafu ukora kiasi tunatoka block😌 nothing personal just having fun😁...
#KTBFFH 💙",,,FALSE,TRUE,FALSE,in,580,539,97,3421,9816,0,0,580,,,https://pbs.twimg.com/profile_banners/1429716175710298114/1711307787,https://www.x.com/roberto_ke1,https://pbs.twimg.com/profile_images/1787581851101429760/hJa7c3rh_normal.jpg,FALSE,FALSE,"8/23/2021, 1:05:30 PM"
1807484832429089243,1407306390813777925,BontikilaR,Bontikila_the REALEST,Bontikila_the,REALEST,"""Ruto lies with severe impunity"" Jacob Juma

#RutoMustGo",27,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:42:20 PM",,,"#FX TRADER/SMC/ICT/PA.
#POD & DROPSHIPPING.
Find my Wix store @ https://t.co/UdUcbUpO5c
Find my Teepublic store @ https://t.co/BWvRcgvvLU",https://hopp.bio/lush-luxe,"https://hopp.bio/lush-luxe
http://tee.pub/lic/V4LChfANU7g",FALSE,TRUE,FALSE,en,252,244,38,5115,12613,0,0,252,,,https://pbs.twimg.com/profile_banners/1407306390813777925/1624427360,https://www.x.com/BontikilaR,https://pbs.twimg.com/profile_images/1407306673237155840/KGXzbyVf_normal.jpg,FALSE,FALSE,"6/22/2021, 4:56:18 PM"
1807484812912959575,1034470887343497216,mwiti97,Mᴀr†iή,Mᴀr†iή,,Where was ruto when satan was being crowned the father of all lies?,26,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:42:15 PM",,,,,,TRUE,TRUE,FALSE,en,725,611,10,745,7261,0,0,725,,,,https://www.x.com/mwiti97,https://pbs.twimg.com/profile_images/1780609227100217345/VyJd8sWw_normal.jpg,FALSE,FALSE,"8/28/2018, 9:00:53 PM"
1807484760933224862,3401034723,AliTure7,Ali Ture,Ali,Ture,"The Finance Bill majorly suffered 2 things:
1. Insufficient Explanation to public.
2. Widespread misinformation.

Overall,President William Ruto means well for Kenya,he stopped vital communication!

/Mtukufu Lies Linus Kaikai
X Space Alfred Keter Miguna #PresidentialRoundtable",795,0,3,0,2,0,FALSE,FALSE,FALSE,"6/30/2024, 11:42:03 PM",,"Marereni,Kenya","Isiolo, Kenya🇰🇪where my story begins.

Proud Member of Hustlers' Movement2022.",,,FALSE,TRUE,FALSE,en,225,414,216,1843,1450,0,0,225,,,https://pbs.twimg.com/profile_banners/3401034723/1617794843,https://www.x.com/AliTure7,https://pbs.twimg.com/profile_images/1711704334273032192/aEYvlei1_normal.jpg,FALSE,FALSE,"8/3/2015, 2:23:17 PM"
1807484734852714676,1474400063040405510,Kevin_Di_Dakta,Kevin De Bryan™️🇰🇪🇯🇲,Kevin,De Bryan™️🇰🇪🇯🇲,"Satan knew I will be too powerful if I had the ability to lie like Ruto.
#RutoMustGo",37,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:41:56 PM",,"Brussels, Belgium","Introvert, Chelsea fan",,,FALSE,TRUE,FALSE,en,1815,1302,223,32813,43743,1,0,1815,,,https://pbs.twimg.com/profile_banners/1474400063040405510/1688989168,https://www.x.com/Kevin_Di_Dakta,https://pbs.twimg.com/profile_images/1678368234767097856/Y79QvVP0_normal.jpg,FALSE,FALSE,"12/24/2021, 8:22:54 PM"
1807484662991712588,17127246,drizzie,Drew,Drew,,"Everyone has a plan until they’re punched in the face. Ruto should’ve scrapped his plan and shown empathy and contrition, instead more lies and vacuous statements",33,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:41:39 PM",,Kenya,Kadhalika,,,TRUE,FALSE,FALSE,en,1879,3729,1114,289497,148322,136,0,1879,,,https://pbs.twimg.com/profile_banners/17127246/1402649765,https://www.x.com/drizzie,https://pbs.twimg.com/profile_images/496640627279286272/-M70KYkN_normal.jpeg,FALSE,FALSE,"11/3/2008, 12:06:21 PM"
1807484641516929169,2167859351,Momanyimarikov1,Lies senior,Lies,senior,@LeakedScene Men do lie but ruto lies foolishly.He has an assumption that all Kenyan are stupid.Yaani tulikossa mtu kenya yote tukachagua ruto ?? very disgusting person...,21,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:41:34 PM",LeakedScene,kisii county —keroka,"A,teacher,an aspiring father, businessman and an motivational speaker",http://www.momz.com,http://www.momz.com,FALSE,FALSE,FALSE,en,298,2920,3,188,481,0,0,298,,,https://pbs.twimg.com/profile_banners/2167859351/1710935817,https://www.x.com/Momanyimarikov1,https://pbs.twimg.com/profile_images/1770419244070518785/eFVab1xp_normal.jpg,FALSE,FALSE,"11/4/2013, 4:28:14 PM"
1807484573233913966,1358436756115382279,loveisraa_,🇵🇸🇵🇸🇵🇸,🇵🇸🇵🇸🇵🇸,,God is pissed at Ruto coz this man has been misusing God’s name and the church to hurt people and lie. He has been exposed fr!,81,0,1,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:41:18 PM",,,mama S🥰 #Freepalestine,,,TRUE,FALSE,FALSE,en,847,341,7,2176,2365,0,0,847,,,https://pbs.twimg.com/profile_banners/1358436756115382279/1716934826,https://www.x.com/loveisraa_,https://pbs.twimg.com/profile_images/1807153834818486272/kY3xT36y_normal.jpg,FALSE,FALSE,"2/7/2021, 8:25:50 PM"
1807484473979613194,1612012810346586114,BrianAolah,Aolah Brian,Aolah,Brian,"@ConradKulo Ruto's advisors hate him maan, they lie to the man, the man then lies right on our faces, saad",12,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:40:54 PM",ConradKulo,,,,,FALSE,TRUE,FALSE,en,103,663,1,1253,16622,1,0,103,,,,https://www.x.com/BrianAolah,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,FALSE,FALSE,"1/8/2023, 2:06:37 PM"
1807484465905582097,1155087528472588288,MutumaDavid5,Mr Weirdo.,Mr,Weirdo.,"@DavisThuranira That nigga should not go to sugoi but exile hata kama ni Syria ama Palestine. 
Ruto lies walai",42,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:40:52 PM",DavisThuranira,,Rejuvenated,,,FALSE,TRUE,FALSE,en,171,320,0,223,579,0,0,171,,,,https://www.x.com/MutumaDavid5,https://pbs.twimg.com/profile_images/1803684253324001280/acLbAuMO_normal.jpg,FALSE,FALSE,"7/27/2019, 5:08:22 PM"
1807484287710790138,858293921805414400,Gabriel_Oguda_,Gabriel Oguda.,Gabriel,Oguda.,"Ruto post interview conference 😂😂😂

#RutoMustGo
#OccupyStateHouse
#Haiti

Eric Latiff ,Linus Kaikai,Amerix,Mtukufu lies,Miguna Miguna,Mutahi Kahiga,X space,Citizen Tv https://t.co/Nd6ECIEQUZ",1675,0,7,1,2,0,FALSE,FALSE,FALSE,"6/30/2024, 11:40:10 PM",,Nairobi,"If you must bow,let it be to a lofty Mountain -wisdom Maori |•|Dm with any breaking News|•|Not affiliated |•|Parodia|•|",,,TRUE,TRUE,FALSE,tl,1024,1282,326,1436,827,0,0,1024,,,https://pbs.twimg.com/profile_banners/858293921805414400/1719581091,https://www.x.com/Gabriel_Oguda_,https://pbs.twimg.com/profile_images/1806679922741587969/qrdFurFz_normal.jpg,FALSE,FALSE,"4/29/2017, 5:16:32 PM"
1807484246812209572,3074420907,god_fraidh,O⅁N∀⅄NO•ɐԀo⅁O,O⅁N∀⅄NO•ɐԀo⅁O,,"@YvonneOkwara Ruto lies all the time . . .

You know the drill #RutoMustGo",27,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:40:00 PM",YvonneOkwara,"Kisumu, Kenya",,,,TRUE,FALSE,FALSE,en,213,151,5,366,7166,0,0,213,,,https://pbs.twimg.com/profile_banners/3074420907/1545764891,https://www.x.com/god_fraidh,https://pbs.twimg.com/profile_images/1806767155007877120/olyonfB5_normal.jpg,FALSE,FALSE,"3/6/2015, 2:38:32 PM"
1807484244266287604,1549466262622932992,kuttthroatjo,KTB,KTB,,"Ama ruto mi functional alcoholic.
Juu the lies manzee😭😭 https://t.co/Puwkc3lDU4",14,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:39:59 PM",,,"Manchester United 💯
#GGMU forever
lots of fun
love yours
diary of thoughts",,,FALSE,TRUE,FALSE,en,491,1294,39,1314,52113,1,0,491,,,https://pbs.twimg.com/profile_banners/1549466262622932992/1682919818,https://www.x.com/kuttthroatjo,https://pbs.twimg.com/profile_images/1747529753240776705/VaFPWnz__normal.jpg,FALSE,FALSE,"7/19/2022, 11:49:29 PM"
1807484241770320323,1680515912292597760,ragnar_rocki,Lord Stark,Lord,Stark,Tight race between Ruto and my ex on who can lie more 😂😂,11,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:39:59 PM",,,Computers | Arsenal,,,FALSE,TRUE,FALSE,en,83,269,26,2759,1290,0,0,83,,,,https://www.x.com/ragnar_rocki,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,FALSE,FALSE,"7/16/2023, 2:53:23 PM"
1807484213937033605,1549631264,OkothMarende,Victor Marende,Victor,Marende,"Fellow Kenyans, say this after me:

Ruto lies...

All the time...

And all the time...

Ruto lies and that is his nature wow.

#PresidentialRoundtable https://t.co/vVnZe3gKqA",4860,0,721,10,10,0,FALSE,FALSE,FALSE,"6/30/2024, 11:39:52 PM",,"Nairobi, Kenya","Official handle of Victor Marende, Anthropologist//Director Governor's Press, Siaya County//Father//Husband//Manchester United die hard ~ my views",,,TRUE,TRUE,FALSE,en,1750,500,381,2106,2164,1,0,1750,,,https://pbs.twimg.com/profile_banners/1549631264/1662882252,https://www.x.com/OkothMarende,https://pbs.twimg.com/profile_images/1638839942397804547/L6y6M1wv_normal.jpg,FALSE,FALSE,"6/27/2013, 8:01:26 AM"
1807484204281983079,958110765633990656,ian_kimaru,Marui,Marui,,"The President William Ruto say;
""Tumetenga"".
""Tutahakikisha"".
""Tumeamua"".
""Tutaweka"".
""Tutaleta"".
""Tutarudisha"".. 
""Tumekubaliana"".
"" Tuliwaambia.""
"" Tuko na Mpango. ""
The country Kenya is a paradise of sweet LIES &amp; Empty promises.
#RutoMustGo",1187,0,55,3,38,2,FALSE,FALSE,FALSE,"6/30/2024, 11:39:50 PM",,,You Are Either the Source or The Target. Born in Kenya. Citizen of Africa. Son of the Soil.,,,TRUE,TRUE,FALSE,tl,46453,41147,492,39869,80361,3,0,46453,,,https://pbs.twimg.com/profile_banners/958110765633990656/1562166227,https://www.x.com/ian_kimaru,https://pbs.twimg.com/profile_images/1688172325269585920/YtBKN67a_normal.jpg,FALSE,FALSE,"1/30/2018, 3:53:02 AM"
1807484124770312344,1570212710075305986,TwawezaDev,Land of Opportunities,Land,of Opportunities,"President William Ruto is just a modern day snake oil salesman who happens to be in the corner office. 

Mtukufu Lies. Linus Kaikai. Eric Latiff",720,0,2,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:39:31 PM",,"Nairobi, Kenya","Twaweza Developers Ltd. Affordable Lands with Ready Title Deeds 💯.

💰 Deposit Kes 22k and pay balance in 18 Months. 50*100 Plots from 229K

📞 0721 22 11 46",http://www.twawezadevelopers.co.ke,http://www.twawezadevelopers.co.ke,FALSE,TRUE,FALSE,en,9,67,46,123,14,0,0,9,,,https://pbs.twimg.com/profile_banners/1570212710075305986/1711459428,https://www.x.com/TwawezaDev,https://pbs.twimg.com/profile_images/1570213301681885184/MC0WUYuG_normal.jpg,FALSE,FALSE,"9/15/2022, 5:48:01 AM"
1807484069556707465,705516857332277250,Bonnie4PF,𝐋.𝐀 𝐂𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐭𝐢𝐚𝐥,𝐋.𝐀,𝐂𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐭𝐢𝐚𝐥,"Watu wa lies RUTO wanamtreat vile Dems wanaTreat Joe Boden, trying to sabotage from the inside, either way tunashinda",11,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:39:18 PM",,"Los Angeles, CA",no cap https://t.co/VKmHNpzoCu,http://laconfidential.com,"http://laconfidential.com
http://www.heaven.org",TRUE,FALSE,FALSE,en,159,332,20,869,2714,1,0,159,,,https://pbs.twimg.com/profile_banners/705516857332277250/1552072669,https://www.x.com/Bonnie4PF,https://pbs.twimg.com/profile_images/1596574820413710338/3soZ6j4f_normal.jpg,FALSE,FALSE,"3/4/2016, 3:15:01 AM"
1807484008525369595,1607882079991201793,samayo_risa,Risa Samayo,Risa,Samayo,"The language of narcissts:like ruto,@daktari1
,@kennedyrapudo is to-
Lie
Deny
Blame
Gaslight-make u question ur reality.
Shame- degrade u Infront of others.
My the families of the victims heal &amp; may all victims of narcistic abuse like @_itswanja
Find healing too! #RutoMustGo",38,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:39:03 PM",daktari1; kennedyrapudo; _itswanja,,,,,FALSE,FALSE,FALSE,en,213,411,19,3538,3953,0,0,213,,,,https://www.x.com/samayo_risa,https://pbs.twimg.com/profile_images/1681147304957427712/kCZAiEen_normal.jpg,FALSE,FALSE,"12/28/2022, 4:32:28 AM"
1807483923460509884,798829075154374656,itsmiss_keithy,Miss Machua,Miss,Machua,"Ruto Lies?

All the time.

And all the time?

Ruto lies and that is his nature.#RutoMustGo",56,0,0,0,0,0,FALSE,FALSE,FALSE,"6/30/2024, 11:38:43 PM",,"Nairobi, Kenya",👅💞,https://linktr.ee/misskeithy,https://linktr.ee/misskeithy,FALSE,TRUE,FALSE,en,1680,91,12,678,689,0,0,1680,,,https://pbs.twimg.com/profile_banners/798829075154374656/1635417283,https://www.x.com/itsmiss_keithy,https://pbs.twimg.com/profile_images/1804973456838045697/YJeqUE01_normal.jpg,FALSE,FALSE,"11/16/2016, 3:04:27 PM"
